created_at;comment_id;user_id
10 Январь, 2024, 00:50;41 048;cd2c6f17-25e9-c8e4-bb0e-60accadd027a
10 Январь, 2024, 00:53;40 958;cd2c6f17-25e9-c8e4-bb0e-60accadd027a
10 Январь, 2024, 05:04;41 058;07a0866f-0021-bf14-8228-425a6cc6d5a2
10 Январь, 2024, 07:17;41 060;08c5889c-71da-3907-2659-5671751ea78d
10 Январь, 2024, 08:11;41 058;f9a77bce-7427-442c-9db1-f2bc1960ba1b
10 Январь, 2024, 10:52;41 012;df2e178f-d626-20a4-47d3-36ffe6ff2f91
10 Январь, 2024, 11:38;41 063;7aeb03f2-cea3-33f6-c250-7615dc934f95
10 Январь, 2024, 11:42;41 059;07f4680b-2429-feb6-3bad-60aff0a9be61
10 Январь, 2024, 13:07;40 875;a36ef850-2853-0bb1-55ae-977b6284b4bb
10 Январь, 2024, 15:42;41 065;f4effe07-db63-70bd-3f68-2dbe52c63a8e
10 Январь, 2024, 15:42;40 970;f4effe07-db63-70bd-3f68-2dbe52c63a8e
10 Январь, 2024, 15:42;40 985;f4effe07-db63-70bd-3f68-2dbe52c63a8e
10 Январь, 2024, 16:45;41 063;b8ef7cbc-352d-e310-085b-17ce61c55769
10 Январь, 2024, 16:46;41 055;b8ef7cbc-352d-e310-085b-17ce61c55769
10 Январь, 2024, 16:46;41 052;b8ef7cbc-352d-e310-085b-17ce61c55769
10 Январь, 2024, 16:46;41 039;b8ef7cbc-352d-e310-085b-17ce61c55769
10 Январь, 2024, 16:52;41 032;f075661b-8c93-1997-7250-604a8c48e43e
10 Январь, 2024, 17:34;41 057;17dcb0b6-9495-c099-c711-58d3b1883197
10 Январь, 2024, 18:01;41 063;880c8b46-f8c1-fec9-c69e-449e399c1978
10 Январь, 2024, 18:06;41 049;315c60b6-9fe4-2581-8fd0-616f45aaa1e9
10 Январь, 2024, 19:17;41 012;9b998036-99c9-e5ed-b7a3-ec15fce05769
10 Январь, 2024, 20:12;40 992;0db47c57-29fc-55a9-10c6-3a607257618f
10 Январь, 2024, 20:59;41 055;cd1be2b9-89ca-98c9-6e03-d6360fc3ce64
10 Январь, 2024, 20:59;41 052;cd1be2b9-89ca-98c9-6e03-d6360fc3ce64
10 Январь, 2024, 21:01;41 065;20f69969-b9ac-072f-ec63-8eb46e52bcc0
10 Январь, 2024, 21:10;41 072;c6f87876-03fe-2bba-978f-f900a098ca44
